	tissue_id	age	gender
GSM100651	BTO:0000776	624	F
GSM100652	BTO:0000776	648	M
GSM100663	BTO:0000776	480	F
GSM100664	BTO:0000776	900	F
GSM100635	BTO:0000776	324	M
GSM100630	BTO:0000776	864	M
GSM358928	BTO:0000776		
GSM358925	BTO:0000776		
GSM388622	BTO:0000776		
GSM388621	BTO:0000776		
GSM388620	BTO:0000776		
GSM388619	BTO:0000776		
GSM358926	BTO:0000776		
GSM358923	BTO:0000776		
GSM154428	BTO:0000776		
GSM358922	BTO:0000776		
GSM358940	BTO:0000776		
GSM358929	BTO:0000776		
GSM358930	BTO:0000776		
GSM412569	BTO:0000776		F
GSM310432	BTO:0000776		
GSM310433	BTO:0000776		
GSM412570	BTO:0000776		MIXED
GSM417263	BTO:0000776		
GSM358927	BTO:0000776		
GSM737006	BTO:0000776		
GSM358939	BTO:0000776		
GSM358938	BTO:0000776		
GSM358937	BTO:0000776		
GSM358936	BTO:0000776		
GSM358935	BTO:0000776		
GSM358934	BTO:0000776		
GSM737003	BTO:0000776		
GSM358924	BTO:0000776		
GSM737005	BTO:0000776		
GSM358932	BTO:0000776		
GSM737007	BTO:0000776		
GSM737008	BTO:0000776		
GSM737009	BTO:0000776		
GSM737010	BTO:0000776		
GSM737011	BTO:0000776		
GSM737012	BTO:0000776		
GSM358920	BTO:0000776		
GSM358921	BTO:0000776		
GSM737004	BTO:0000776		
GSM737001	BTO:0000776		
GSM358914	BTO:0000776		
GSM358913	BTO:0000776		
GSM358912	BTO:0000776		
GSM351416	BTO:0000776		
GSM412547	BTO:0000776		M
GSM412548	BTO:0000776		F
GSM412549	BTO:0000776		MIXED
GSM417264	BTO:0000776		
GSM412568	BTO:0000776		M
GSM312883	BTO:0000776		M
GSM737002	BTO:0000776		
GSM351415	BTO:0000776		
GSM351414	BTO:0000776		
GSM351413	BTO:0000776		
GSM351412	BTO:0000776		
GSM351411	BTO:0000776		
GSM351410	BTO:0000776		
GSM351409	BTO:0000776		
GSM358919	BTO:0000776		
GSM312870	BTO:0000776		
GSM312886	BTO:0000776		M
GSM358918	BTO:0000776		
GSM358917	BTO:0000776		
GSM310434	BTO:0000776		
GSM310435	BTO:0000776		
GSM310436	BTO:0000776		
GSM310437	BTO:0000776		
GSM310438	BTO:0000776		
GSM358915	BTO:0000776		
GSM310440	BTO:0000776		
GSM358916	BTO:0000776		
GSM312872	BTO:0000776		
GSM312874	BTO:0000776		
GSM312875	BTO:0000776		
GSM312876	BTO:0000776		
GSM312877	BTO:0000776		M
GSM312879	BTO:0000776		M
GSM312882	BTO:0000776		M
GSM358931	BTO:0000776		
GSM310439	BTO:0000776		
GSM464720	BTO:0000776	708	F
GSM464729	BTO:0000776	708	F
GSM464711	BTO:0000776	696	F
GSM464712	BTO:0000776	480	F
GSM464713	BTO:0000776	468	F
GSM464714	BTO:0000776	516	F
GSM464715	BTO:0000776	492	F
GSM464716	BTO:0000776	672	F
GSM464717	BTO:0000776	528	F
GSM464709	BTO:0000776	492	F
GSM464719	BTO:0000776	696	F
GSM464708	BTO:0000776	648	F
GSM464721	BTO:0000776	528	F
GSM464722	BTO:0000776	696	F
GSM464723	BTO:0000776	492	F
GSM464724	BTO:0000776	720	F
GSM464725	BTO:0000776	540	F
GSM464726	BTO:0000776	708	F
GSM464727	BTO:0000776	540	F
GSM422295	BTO:0000776		
GSM464718	BTO:0000776	660	F
GSM154430	BTO:0000776		
GSM422296	BTO:0000776		
GSM422297	BTO:0000776		
GSM422304	BTO:0000776		
GSM422305	BTO:0000776		
GSM422306	BTO:0000776		
GSM422307	BTO:0000776		
GSM450736	BTO:0000776		
GSM450737	BTO:0000776		
GSM464710	BTO:0000776	696	F
GSM464698	BTO:0000776	684	F
GSM464730	BTO:0000776	672	F
GSM464700	BTO:0000776	720	F
GSM464701	BTO:0000776	696	F
GSM464702	BTO:0000776	528	F
GSM464703	BTO:0000776	528	F
GSM464704	BTO:0000776	648	F
GSM464705	BTO:0000776	492	F
GSM464706	BTO:0000776	480	F
GSM464707	BTO:0000776	480	F
GSM358941	BTO:0000776		
GSM704668	BTO:0000776		
GSM464728	BTO:0000776	672	F
GSM705301	BTO:0000776		
GSM388617	BTO:0000776		
GSM417265	BTO:0000776		
GSM417266	BTO:0000776		
GSM703880	BTO:0000776		
GSM703881	BTO:0000776		
GSM703882	BTO:0000776		
GSM388615	BTO:0000776		
GSM703884	BTO:0000776		
GSM388614	BTO:0000776		
GSM704670	BTO:0000776		
GSM704672	BTO:0000776		
GSM704674	BTO:0000776		
GSM704676	BTO:0000776		
GSM705297	BTO:0000776		
GSM705298	BTO:0000776		
GSM705299	BTO:0000776		
GSM705300	BTO:0000776		
GSM703883	BTO:0000776		
GSM530387	BTO:0000776		
GSM464731	BTO:0000776	492	F
GSM464732	BTO:0000776	528	F
GSM464733	BTO:0000776	528	F
GSM464734	BTO:0000776	492	F
GSM464735	BTO:0000776	528	F
GSM464736	BTO:0000776	696	F
GSM506714	BTO:0000776		
GSM506715	BTO:0000776		
GSM388616	BTO:0000776		
GSM506717	BTO:0000776		
GSM464697	BTO:0000776	684	F
GSM530388	BTO:0000776		
GSM530389	BTO:0000776		
GSM530390	BTO:0000776		
GSM559277	BTO:0000776		F
GSM559278	BTO:0000776		F
GSM559279	BTO:0000776		F
GSM559280	BTO:0000776		F
GSM388613	BTO:0000776		
GSM506716	BTO:0000776		
GSM146339	BTO:0000776		
GSM358948	BTO:0000776		
GSM358947	BTO:0000776		
GSM358946	BTO:0000776		
GSM358945	BTO:0000776		
GSM154423	BTO:0000776		
GSM464699	BTO:0000776	684	F
GSM101970	BTO:0000776		
GSM96947	BTO:0000776		MIXED
GSM146337	BTO:0000776		
GSM358951	BTO:0000776		
GSM101969	BTO:0000776		
GSM101968	BTO:0000776		
GSM101967	BTO:0000776		
GSM101966	BTO:0000776		
GSM101965	BTO:0000776		
GSM101964	BTO:0000776		
GSM101963	BTO:0000776		
GSM101962	BTO:0000776		
GSM422294	BTO:0000776		
GSM16511	BTO:0000776		
GSM358942	BTO:0000776		
GSM388618	BTO:0000776		
GSM358943	BTO:0000776		
GSM358944	BTO:0000776		
GSM176008	BTO:0000776		M
GSM176007	BTO:0000776		M
GSM176002	BTO:0000776		M
GSM176001	BTO:0000776		M
GSM358949	BTO:0000776		
GSM16513	BTO:0000776		
GSM358950	BTO:0000776		
GSM16509	BTO:0000776		
GSM358933	BTO:0000776		
GSM154429	BTO:0000776		
GSM154427	BTO:0000776		
GSM154426	BTO:0000776		
GSM154425	BTO:0000776		
GSM154424	BTO:0000776		
GSM16515	BTO:0000776		
GSM348218	BTO:0000776		F
GSM348217	BTO:0000776		F
GSM348209	BTO:0000776		F
GSM348216	BTO:0000776		F
GSM348215	BTO:0000776		F
GSM348214	BTO:0000776		F
GSM348213	BTO:0000776		F
GSM348212	BTO:0000776		F
GSM348211	BTO:0000776		F
GSM348210	BTO:0000776		F
GSM505606	BTO:0000776		F
GSM505313	BTO:0000776		M
GSM505312	BTO:0000776		F
GSM505308	BTO:0000776		F
GSM505623	BTO:0000776		M
GSM505617	BTO:0000776		M
GSM505607	BTO:0000776		F
GSM505314	BTO:0000776		M
GSM271867	BTO:0000776	468	M
GSM271865	BTO:0000776	420	F
GSM271868	BTO:0000776	348	M
GSM271866	BTO:0000776	204	F
GSM388606	BTO:0000776		
GSM388611	BTO:0000776		
GSM388610	BTO:0000776		
GSM388609	BTO:0000776		
GSM388607	BTO:0000776		
GSM388603	BTO:0000776		
GSM388604	BTO:0000776		
GSM388605	BTO:0000776		
GSM388612	BTO:0000776		
GSM388608	BTO:0000776		
GSM382770	BTO:0000776		
GSM350602	BTO:0000776		F
GSM382766	BTO:0000776		
GSM382767	BTO:0000776		
GSM350575	BTO:0000776		F
GSM382769	BTO:0000776		
GSM350601	BTO:0000776		F
GSM382771	BTO:0000776		
GSM382772	BTO:0000776		
GSM382768	BTO:0000776		
GSM102707	BTO:0000776		
GSM96948	BTO:0000776		MIXED
GSM350574	BTO:0000776		F
GSM102705	BTO:0000776		
GSM102703	BTO:0000776		
GSM102704	BTO:0000776		
GSM102708	BTO:0000776		
GSM102709	BTO:0000776		
GSM102706	BTO:0000776		
GSM559273	BTO:0000776		F
GSM559274	BTO:0000776		F
GSM559275	BTO:0000776		F
GSM559276	BTO:0000776		F
GSM388599	BTO:0000776		
GSM388602	BTO:0000776		
GSM388601	BTO:0000776		
GSM388600	BTO:0000776		
GSM388598	BTO:0000776		
GSM388597	BTO:0000776		
GSM388596	BTO:0000776		
GSM388595	BTO:0000776		
GSM388593	BTO:0000776		
GSM388594	BTO:0000776		
GSM243826	BTO:0000776		
GSM243829	BTO:0000776		
GSM243837	BTO:0000776		
GSM243827	BTO:0000776		
GSM243830	BTO:0000776		
GSM243831	BTO:0000776		
GSM243832	BTO:0000776		
GSM243833	BTO:0000776		
GSM243834	BTO:0000776		
GSM243835	BTO:0000776		
GSM243836	BTO:0000776		
GSM243828	BTO:0000776		
GSM491740	BTO:0001522		
GSM491734	BTO:0001522		
GSM491729	BTO:0001522		
GSM491730	BTO:0001522		
GSM491731	BTO:0001522		
GSM491732	BTO:0001522		
GSM491733	BTO:0001522		
GSM491735	BTO:0001522		
GSM491739	BTO:0001522		
GSM634853	BTO:0001522		
GSM634856	BTO:0001522		
GSM634855	BTO:0001522		
GSM634857	BTO:0001522		
GSM634854	BTO:0001522		
GSM634852	BTO:0001522		
GSM634851	BTO:0001522		
GSM634849	BTO:0001522		
GSM634847	BTO:0001522		
GSM634850	BTO:0001522		
GSM634848	BTO:0001522		
GSM634846	BTO:0001522		
GSM656274	BTO:0000140	348	M
GSM205915	BTO:0000140	144	M
GSM205911	BTO:0000140	180	M
GSM205905	BTO:0000140	144	M
GSM702487	BTO:0000140		
GSM702486	BTO:0000140		
GSM702510	BTO:0000140		
GSM702509	BTO:0000140		
GSM531310	BTO:0000140	216	M
GSM766816	BTO:0000140	228	M
GSM359139	BTO:0000140		F
GSM359144	BTO:0000140		F
GSM531327	BTO:0000140	156	M
GSM531283	BTO:0000140	168	M
GSM371114	BTO:0000140	228	M
GSM531295	BTO:0000140	180	M
GSM531326	BTO:0000140	240	F
GSM531321	BTO:0000140	486	F
GSM359147	BTO:0000140		M
GSM531311	BTO:0000140	192	M
GSM359148	BTO:0000140		M
GSM531308	BTO:0000140	180	M
GSM531305	BTO:0000140	336	M
GSM531304	BTO:0000140	696	F
GSM531301	BTO:0000140	144	F
GSM531300	BTO:0000140	228	M
GSM531309	BTO:0000140	216	F
GSM766815	BTO:0000140	108	F
GSM531319	BTO:0000140	101	M
GSM371132	BTO:0000140	96	F
GSM371134	BTO:0000140	456	F
GSM371131	BTO:0000140	288	M
GSM371124	BTO:0000140	228	M
GSM359155	BTO:0000140		M
GSM359150	BTO:0000140		M
GSM371129	BTO:0000140	168	M
GSM371128	BTO:0000140	216	M
GSM371127	BTO:0000140	252	M
GSM371126	BTO:0000140	216	M
GSM359143	BTO:0000140		F
GSM359149	BTO:0000140		M
GSM766814	BTO:0000140	180	F
GSM531293	BTO:0000140	204	M
GSM531292	BTO:0000140	192	M
GSM531289	BTO:0000140	204	F
GSM531287	BTO:0000140	180	M
GSM531329	BTO:0000140	96	M
GSM531284	BTO:0000140	132	F
GSM531294	BTO:0000140	120	F
GSM530667	BTO:0000140	168	M
GSM531286	BTO:0000140	144	M
GSM371125	BTO:0000140	228	F
GSM371115	BTO:0000140	108	F
GSM371117	BTO:0000140	168	M
GSM766812	BTO:0000140	156	M
GSM371119	BTO:0000140	168	F
GSM531299	BTO:0000140	264	M
GSM567068	BTO:0000140		
GSM567067	BTO:0000140		
GSM371123	BTO:0000140	108	F
GSM567065	BTO:0000140		
GSM531331	BTO:0000140	216	M
GSM371116	BTO:0000140	156	F
GSM531352	BTO:0000140	192	M
GSM371118	BTO:0000140	144	M
GSM531335	BTO:0000140	240	F
GSM531333	BTO:0000140	111	F
GSM371133	BTO:0000140	168	M
GSM567066	BTO:0000140		
GSM531330	BTO:0000140	120	F
GSM371135	BTO:0000140	144	M
GSM359140	BTO:0000140		F
GSM371140	BTO:0000140	156	M
GSM371139	BTO:0000140	180	F
GSM567063	BTO:0000140		
GSM766825	BTO:0000140	96	F
GSM766811	BTO:0000140	144	M
GSM766810	BTO:0000140	168	M
GSM766809	BTO:0000140	156	F
GSM766808	BTO:0000140	108	F
GSM371120	BTO:0000140	156	M
GSM766813	BTO:0000140	228	M
GSM567064	BTO:0000140		
GSM766817	BTO:0000140	228	F
GSM766820	BTO:0000140	228	M
GSM766821	BTO:0000140	252	M
GSM371122	BTO:0000140	180	F
GSM766802	BTO:0000140	168	M
GSM371136	BTO:0000140	240	F
GSM766822	BTO:0000140	216	M
GSM371121	BTO:0000140	228	M
GSM371137	BTO:0000140	192	M
GSM359156	BTO:0000140		M
GSM766803	BTO:0000140	456	F
GSM766806	BTO:0000140	120	F
GSM766805	BTO:0000140	180	F
GSM766824	BTO:0000140	288	M
GSM514570	BTO:0000141		
GSM339959	BTO:0000141	384	M
GSM339958	BTO:0000141	216	M
GSM339957	BTO:0000141	432	M
GSM339952	BTO:0000141	276	F
GSM339948	BTO:0000141	612	M
GSM339990	BTO:0000141	276	M
GSM339956	BTO:0000141	192	M
GSM339908	BTO:0000141	216	M
GSM514567	BTO:0000141		
GSM514568	BTO:0000141		
GSM514569	BTO:0000141		
GSM514562	BTO:0000141		
GSM514566	BTO:0000141		
GSM514565	BTO:0000141		
GSM514563	BTO:0000141		
GSM514564	BTO:0000141		
GSM514571	BTO:0000141		
GSM1143851	BTO:0000141		
GSM1143840	BTO:0000141		
GSM1143856	BTO:0000141		
GSM1143826	BTO:0000141		
GSM1143827	BTO:0000141		
GSM1143828	BTO:0000141		
GSM1143829	BTO:0000141		
GSM1143830	BTO:0000141		
GSM1143831	BTO:0000141		
GSM1143832	BTO:0000141		
GSM1143833	BTO:0000141		
GSM1143834	BTO:0000141		
GSM1143835	BTO:0000141		
GSM1143836	BTO:0000141		
GSM1143837	BTO:0000141		
GSM1143824	BTO:0000141		
GSM1143846	BTO:0000141		
GSM1143855	BTO:0000141		
GSM1143854	BTO:0000141		
GSM1143852	BTO:0000141		
GSM1143850	BTO:0000141		
GSM1143849	BTO:0000141		
GSM1143838	BTO:0000141		
GSM1143847	BTO:0000141		
GSM1143839	BTO:0000141		
GSM1143845	BTO:0000141		
GSM1143844	BTO:0000141		
GSM1143843	BTO:0000141		
GSM1143842	BTO:0000141		
GSM1143841	BTO:0000141		
GSM1143823	BTO:0000141		
GSM1143848	BTO:0000141		
GSM1143809	BTO:0000141		
GSM1143783	BTO:0000141		
GSM1143784	BTO:0000141		
GSM1143853	BTO:0000141		
GSM1143790	BTO:0000141		
GSM1143792	BTO:0000141		
GSM1143793	BTO:0000141		
GSM1143794	BTO:0000141		
GSM1143800	BTO:0000141		
GSM1143801	BTO:0000141		
GSM1143802	BTO:0000141		
GSM1143803	BTO:0000141		
GSM1143804	BTO:0000141		
GSM1143806	BTO:0000141		
GSM1143825	BTO:0000141		
GSM1143815	BTO:0000141		
GSM1143822	BTO:0000141		
GSM1143821	BTO:0000141		
GSM1143820	BTO:0000141		
GSM1143819	BTO:0000141		
GSM1143818	BTO:0000141		
GSM1143807	BTO:0000141		
GSM1143816	BTO:0000141		
GSM1143808	BTO:0000141		
GSM1143814	BTO:0000141		
GSM1143813	BTO:0000141		
GSM1143812	BTO:0000141		
GSM1143811	BTO:0000141		
GSM1143810	BTO:0000141		
GSM1143791	BTO:0000141		
GSM1143817	BTO:0000141		
GSM1143885	BTO:0000141		
GSM1143785	BTO:0000141		
GSM1143889	BTO:0000141		
GSM1143886	BTO:0000141		
GSM1143857	BTO:0000141		
GSM1143884	BTO:0000141		
GSM1143883	BTO:0000141		
GSM1143882	BTO:0000141		
GSM1143881	BTO:0000141		
GSM1143880	BTO:0000141		
GSM1143879	BTO:0000141		
GSM1143878	BTO:0000141		
GSM1143877	BTO:0000141		
GSM1143860	BTO:0000141		
GSM1143875	BTO:0000141		
GSM1143874	BTO:0000141		
GSM1143872	BTO:0000141		
GSM1143858	BTO:0000141		
GSM1143868	BTO:0000141		
GSM1143867	BTO:0000141		
GSM1143865	BTO:0000141		
GSM1143887	BTO:0000141		
GSM1143876	BTO:0000141		
GSM1143859	BTO:0000141		
GSM661397	BTO:0000141		
GSM661399	BTO:0000141		
GSM330069	BTO:0000141		
GSM330071	BTO:0000141		
GSM330072	BTO:0000141		
GSM330073	BTO:0000141		
GSM330068	BTO:0000141		
GSM330075	BTO:0000141		
GSM330062	BTO:0000141		
GSM330076	BTO:0000141		
GSM330077	BTO:0000141		
GSM330078	BTO:0000141		
GSM330074	BTO:0000141		
GSM330067	BTO:0000141		
GSM330066	BTO:0000141		
GSM330065	BTO:0000141		
GSM330063	BTO:0000141		
GSM330061	BTO:0000141		
GSM330060	BTO:0000141		
GSM330079	BTO:0000141		
GSM330057	BTO:0000141		
GSM330058	BTO:0000141		
GSM330059	BTO:0000141		
GSM330064	BTO:0000141		
GSM330056	BTO:0000141		
GSM330102	BTO:0000141		
GSM330101	BTO:0000141		
GSM330100	BTO:0000141		
GSM330099	BTO:0000141		
GSM330098	BTO:0000141		
GSM330097	BTO:0000141		
GSM330096	BTO:0000141		
GSM330095	BTO:0000141		
GSM330094	BTO:0000141		
GSM330092	BTO:0000141		
GSM330093	BTO:0000141		
GSM330080	BTO:0000141		
GSM330091	BTO:0000141		
GSM330090	BTO:0000141		
GSM330089	BTO:0000141		
GSM330088	BTO:0000141		
GSM330087	BTO:0000141		
GSM330085	BTO:0000141		
GSM330084	BTO:0000141		
GSM330082	BTO:0000141		
GSM330081	BTO:0000141		
GSM330044	BTO:0000141		
GSM330019	BTO:0000141		
GSM330030	BTO:0000141		
GSM330029	BTO:0000141		
GSM330028	BTO:0000141		
GSM330027	BTO:0000141		
GSM330026	BTO:0000141		
GSM330025	BTO:0000141		
GSM330024	BTO:0000141		
GSM330023	BTO:0000141		
GSM330022	BTO:0000141		
GSM330046	BTO:0000141		
GSM330020	BTO:0000141		
GSM330033	BTO:0000141		
GSM330018	BTO:0000141		
GSM330017	BTO:0000141		
GSM330016	BTO:0000141		
GSM330015	BTO:0000141		
GSM330014	BTO:0000141		
GSM330013	BTO:0000141		
GSM330012	BTO:0000141		
GSM330011	BTO:0000141		
GSM330010	BTO:0000141		
GSM330021	BTO:0000141		
GSM330043	BTO:0000141		
GSM330054	BTO:0000141		
GSM330053	BTO:0000141		
GSM330052	BTO:0000141		
GSM330051	BTO:0000141		
GSM330050	BTO:0000141		
GSM330049	BTO:0000141		
GSM330048	BTO:0000141		
GSM330047	BTO:0000141		
GSM330103	BTO:0000141		
GSM330031	BTO:0000141		
GSM330118	BTO:0000141		
GSM330032	BTO:0000141		
GSM330042	BTO:0000141		
GSM330041	BTO:0000141		
GSM330040	BTO:0000141		
GSM330039	BTO:0000141		
GSM330038	BTO:0000141		
GSM330037	BTO:0000141		
GSM330036	BTO:0000141		
GSM330035	BTO:0000141		
GSM330034	BTO:0000141		
GSM330055	BTO:0000141		
GSM330045	BTO:0000141		
GSM330136	BTO:0000141		
GSM330127	BTO:0000141		
GSM330128	BTO:0000141		
GSM330129	BTO:0000141		
GSM330130	BTO:0000141		
GSM330131	BTO:0000141		
GSM330132	BTO:0000141		
GSM330133	BTO:0000141		
GSM330126	BTO:0000141		
GSM330135	BTO:0000141		
GSM330138	BTO:0000141		
GSM330137	BTO:0000141		
GSM330139	BTO:0000141		
GSM330141	BTO:0000141		
GSM330142	BTO:0000141		
GSM330143	BTO:0000141		
GSM330105	BTO:0000141		
GSM330116	BTO:0000141		
GSM330134	BTO:0000141		
GSM330110	BTO:0000141		
GSM330106	BTO:0000141		
GSM330107	BTO:0000141		
GSM330140	BTO:0000141		
GSM330125	BTO:0000141		
GSM330109	BTO:0000141		
GSM330111	BTO:0000141		
GSM330112	BTO:0000141		
GSM330113	BTO:0000141		
GSM330115	BTO:0000141		
GSM330117	BTO:0000141		
GSM330119	BTO:0000141		
GSM330124	BTO:0000141		
GSM330120	BTO:0000141		
GSM330123	BTO:0000141		
GSM330114	BTO:0000141		
GSM330108	BTO:0000141		
GSM330121	BTO:0000141		
GSM330122	BTO:0000141		
GSM330686	BTO:0000141		
GSM330693	BTO:0000141		
GSM330692	BTO:0000141		
GSM330691	BTO:0000141		
GSM330690	BTO:0000141		
GSM330689	BTO:0000141		
GSM330687	BTO:0000141		
GSM330685	BTO:0000141		
GSM330695	BTO:0000141		
GSM330705	BTO:0000141		
GSM330684	BTO:0000141		
GSM330683	BTO:0000141		
GSM330688	BTO:0000141		
GSM330696	BTO:0000141		
GSM330697	BTO:0000141		
GSM330698	BTO:0000141		
GSM330699	BTO:0000141		
GSM330701	BTO:0000141		
GSM330702	BTO:0000141		
GSM330704	BTO:0000141		
GSM330707	BTO:0000141		
GSM330708	BTO:0000141		
GSM330709	BTO:0000141		
GSM330710	BTO:0000141		
GSM330682	BTO:0000141		
GSM330675	BTO:0000141		
GSM330703	BTO:0000141		
GSM330719	BTO:0000141		
GSM330536	BTO:0000141		
GSM330669	BTO:0000141		
GSM330670	BTO:0000141		
GSM330671	BTO:0000141		
GSM330672	BTO:0000141		
GSM330667	BTO:0000141		
GSM330673	BTO:0000141		
GSM330674	BTO:0000141		
GSM330726	BTO:0000141		
GSM330724	BTO:0000141		
GSM330723	BTO:0000141		
GSM330725	BTO:0000141		
GSM330720	BTO:0000141		
GSM330681	BTO:0000141		
GSM330718	BTO:0000141		
GSM330717	BTO:0000141		
GSM330716	BTO:0000141		
GSM330715	BTO:0000141		
GSM330714	BTO:0000141		
GSM330713	BTO:0000141		
GSM330676	BTO:0000141		
GSM330677	BTO:0000141		
GSM330678	BTO:0000141		
GSM330679	BTO:0000141		
GSM330680	BTO:0000141		
GSM330711	BTO:0000141		
GSM330722	BTO:0000141		
GSM330572	BTO:0000141		
GSM330579	BTO:0000141		
GSM330578	BTO:0000141		
GSM330577	BTO:0000141		
GSM330576	BTO:0000141		
GSM330575	BTO:0000141		
GSM330564	BTO:0000141		
GSM330573	BTO:0000141		
GSM330582	BTO:0000141		
GSM330571	BTO:0000141		
GSM330570	BTO:0000141		
GSM330569	BTO:0000141		
GSM330568	BTO:0000141		
GSM330567	BTO:0000141		
GSM330599	BTO:0000141		
GSM330574	BTO:0000141		
GSM330589	BTO:0000141		
GSM330538	BTO:0000141		
GSM330597	BTO:0000141		
GSM330596	BTO:0000141		
GSM330594	BTO:0000141		
GSM330593	BTO:0000141		
GSM330592	BTO:0000141		
GSM330580	BTO:0000141		
GSM330590	BTO:0000141		
GSM330581	BTO:0000141		
GSM330588	BTO:0000141		
GSM330587	BTO:0000141		
GSM330585	BTO:0000141		
GSM330584	BTO:0000141		
GSM330583	BTO:0000141		
GSM330563	BTO:0000141		
GSM330591	BTO:0000141		
GSM330727	BTO:0000141		
GSM330545	BTO:0000141		
GSM330544	BTO:0000141		
GSM330543	BTO:0000141		
GSM330542	BTO:0000141		
GSM330541	BTO:0000141		
GSM330565	BTO:0000141		
GSM330539	BTO:0000141		
GSM330548	BTO:0000141		
GSM330537	BTO:0000141		
GSM330907	BTO:0000141		
GSM330535	BTO:0000141		
GSM330534	BTO:0000141		
GSM330533	BTO:0000141		
GSM330532	BTO:0000141		
GSM330540	BTO:0000141		
GSM330554	BTO:0000141		
GSM330562	BTO:0000141		
GSM330561	BTO:0000141		
GSM330560	BTO:0000141		
GSM330559	BTO:0000141		
GSM330558	BTO:0000141		
GSM330557	BTO:0000141		
GSM330546	BTO:0000141		
GSM330555	BTO:0000141		
GSM330547	BTO:0000141		
GSM330553	BTO:0000141		
GSM330552	BTO:0000141		
GSM330551	BTO:0000141		
GSM330550	BTO:0000141		
GSM330549	BTO:0000141		
GSM330600	BTO:0000141		
GSM330556	BTO:0000141		
GSM330641	BTO:0000141		
GSM330648	BTO:0000141		
GSM330647	BTO:0000141		
GSM330646	BTO:0000141		
GSM330645	BTO:0000141		
GSM330644	BTO:0000141		
GSM330634	BTO:0000141		
GSM330642	BTO:0000141		
GSM330651	BTO:0000141		
GSM330640	BTO:0000141		
GSM330639	BTO:0000141		
GSM330638	BTO:0000141		
GSM330637	BTO:0000141		
GSM330636	BTO:0000141		
GSM330598	BTO:0000141		
GSM330643	BTO:0000141		
GSM330657	BTO:0000141		
GSM330665	BTO:0000141		
GSM330664	BTO:0000141		
GSM330663	BTO:0000141		
GSM330662	BTO:0000141		
GSM330661	BTO:0000141		
GSM330660	BTO:0000141		
GSM330649	BTO:0000141		
GSM330658	BTO:0000141		
GSM330650	BTO:0000141		
GSM330656	BTO:0000141		
GSM330655	BTO:0000141		
GSM330654	BTO:0000141		
GSM330653	BTO:0000141		
GSM330652	BTO:0000141		
GSM330633	BTO:0000141		
GSM330659	BTO:0000141		
GSM330608	BTO:0000141		
GSM330615	BTO:0000141		
GSM330614	BTO:0000141		
GSM330613	BTO:0000141		
GSM330612	BTO:0000141		
GSM330611	BTO:0000141		
GSM330635	BTO:0000141		
GSM330609	BTO:0000141		
GSM330618	BTO:0000141		
GSM330607	BTO:0000141		
GSM330606	BTO:0000141		
GSM330605	BTO:0000141		
GSM330603	BTO:0000141		
GSM330602	BTO:0000141		
GSM330601	BTO:0000141		
GSM330610	BTO:0000141		
GSM330624	BTO:0000141		
GSM330632	BTO:0000141		
GSM330631	BTO:0000141		
GSM330630	BTO:0000141		
GSM330629	BTO:0000141		
GSM330628	BTO:0000141		
GSM330627	BTO:0000141		
GSM330616	BTO:0000141		
GSM330625	BTO:0000141		
GSM330617	BTO:0000141		
GSM330623	BTO:0000141		
GSM330622	BTO:0000141		
GSM330621	BTO:0000141		
GSM330620	BTO:0000141		
GSM330619	BTO:0000141		
GSM330666	BTO:0000141		
GSM330626	BTO:0000141		
GSM330869	BTO:0000141		
GSM330858	BTO:0000141		
GSM330859	BTO:0000141		
GSM330860	BTO:0000141		
GSM330861	BTO:0000141		
GSM330862	BTO:0000141		
GSM330863	BTO:0000141		
GSM330864	BTO:0000141		
GSM330865	BTO:0000141		
GSM330866	BTO:0000141		
GSM330880	BTO:0000141		
GSM330868	BTO:0000141		
GSM330854	BTO:0000141		
GSM330870	BTO:0000141		
GSM330871	BTO:0000141		
GSM330872	BTO:0000141		
GSM330873	BTO:0000141		
GSM330874	BTO:0000141		
GSM330876	BTO:0000141		
GSM330877	BTO:0000141		
GSM330878	BTO:0000141		
GSM330905	BTO:0000141		
GSM330867	BTO:0000141		
GSM330844	BTO:0000141		
GSM330831	BTO:0000141		
GSM330833	BTO:0000141		
GSM330834	BTO:0000141		
GSM330835	BTO:0000141		
GSM330836	BTO:0000141		
GSM330837	BTO:0000141		
GSM330838	BTO:0000141		
GSM330839	BTO:0000141		
GSM330840	BTO:0000141		
GSM330857	BTO:0000141		
GSM330842	BTO:0000141		
GSM330855	BTO:0000141		
GSM330845	BTO:0000141		
GSM330846	BTO:0000141		
GSM330847	BTO:0000141		
GSM330848	BTO:0000141		
GSM330849	BTO:0000141		
GSM330850	BTO:0000141		
GSM330851	BTO:0000141		
GSM330852	BTO:0000141		
GSM330853	BTO:0000141		
GSM330881	BTO:0000141		
GSM330841	BTO:0000141		
GSM330917	BTO:0000141		
GSM330906	BTO:0000141		
GSM330457	BTO:0000141		
GSM330908	BTO:0000141		
GSM330909	BTO:0000141		
GSM330910	BTO:0000141		
GSM330911	BTO:0000141		
GSM330912	BTO:0000141		
GSM330913	BTO:0000141		
GSM330914	BTO:0000141		
GSM330879	BTO:0000141		
GSM330916	BTO:0000141		
GSM330903	BTO:0000141		
GSM330918	BTO:0000141		
GSM330920	BTO:0000141		
GSM330921	BTO:0000141		
GSM330922	BTO:0000141		
GSM330923	BTO:0000141		
GSM330925	BTO:0000141		
